Sentences,Sentiment,Positive,Negative,Neutral,Compound
"""Continue in the direction of the Pyramids,"" said the alchemist","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""And
continue to pay heed to the omens","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}",0.0,0.167,0.833,-0.1027
"Y our heart is still capable of showing
you where the treasure is.""
""Is that the one thing I still needed to know?""
""No,"" the alchemist answered","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5859}",0.173,0.0,0.827,0.5859
"""What you still need to know is this: before a
dream is realized, the Soul of the W orld tests everything that was learned
along the way ","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.25}",0.077,0.0,0.923,0.25
"It does this not because it is evil, but so that we can, in
addition to realizing our dreams, master the lessons we've learned as we've
moved toward that dream","{'neg': 0.076, 'neu': 0.755, 'pos': 0.169, 'compound': 0.5187}",0.169,0.076,0.755,0.5187
"That's the point at which most people give up.
It's the point at which, as we say in the language of the desert, one 'dies of
thirst just when the palm trees have appeared on the horizon.'
""Every search begins with beginner's luck","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4588}",0.067,0.0,0.933,0.4588
"And every search ends with the
victor's being severely tested.""
The boy remembered an old proverb from his country ","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.4588}",0.0,0.143,0.857,-0.4588
"It said that the
darkest hour of the night came just before the dawn.
*
On the following day , the first clear sign of danger appeared","{'neg': 0.212, 'neu': 0.705, 'pos': 0.083, 'compound': -0.6124}",0.083,0.212,0.705,-0.6124
"Three armed
tribesmen approached, and asked what the boy and the alchemist were
doing there.
""I'm hunting with my falcon,"" the alchemist answered.
""We're going to have to search you to see whether you're armed,"" one of the
tribesmen said.
The alchemist dismounted slowly , and the boy did the same.
""Why are you carrying money?"" asked the tribesman, when he had searched
the boy's bag.
""I need it to get to the Pyramids,"" he said.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"The tribesman who was searching the alchemist's belongings found a small
crystal flask filled with a liquid, and a yellow glass egg that was slightly
larger than a chicken's egg.
""What are these things?"" he asked.
""That's the Philosopher's Stone and the Elixir of Life","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It's the Master W ork
of the alchemists","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Whoever swallows that elixir will never be sick again,
and a fragment from that stone turns any metal into gold.""
The Arabs laughed at him, and the alchemist laughed along","{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.8272}",0.251,0.0,0.749,0.8272
"They thought
his answer was amusing, and they allowed the boy and the alchemist to
proceed with all of their belongings.
""Are you crazy?"" the boy asked the alchemist, when they had moved on.
""What did you do that for?""
""To show you one of life's simple lessons,"" the alchemist answered","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.4515}",0.056,0.0,0.944,0.4515
"""When
you possess great treasures within you, and try to tell others of them,
seldom are you believed.""
They continued across the desert","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7845}",0.247,0.0,0.753,0.7845
"W ith every day that passed, the boy's
heart became more and more silent","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"It no longer wanted to know about
things of the past or future; it was content simply to contemplate the desert,
and to drink with the boy from the Soul of the W orld","{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.296}",0.0,0.064,0.936,-0.296
"The boy and his heart
had become friends, and neither was capable now of betraying the other .
When his heart spoke to him, it was to provide a stimulus to the boy , and to
give him strength, because the days of silence there in the desert were
wearisome","{'neg': 0.103, 'neu': 0.782, 'pos': 0.115, 'compound': 0.1571}",0.115,0.103,0.782,0.1571
"His heart told the boy what his strongest qualities were: his
courage in having given up his sheep and in trying to live out his destiny ,
and his enthusiasm during the time he had worked at the crystal shop.
And his heart told him something else that the boy had never noticed: it told
the boy of dangers that had threatened him, but that he had never perceived.
His heart said that one time it had hidden the rifle the boy had taken from
his father , because of the possibility that the boy might wound himself","{'neg': 0.041, 'neu': 0.9, 'pos': 0.059, 'compound': 0.2263}",0.059,0.041,0.9,0.2263
"And
it reminded the boy of the day when he had been ill and vomiting out in the","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}",0.0,0.141,0.859,-0.4215
"fields, after which he had fallen into a deep sleep","{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",0.0,0.238,0.762,-0.3612
"There had been two
thieves farther ahead who were planning to steal the boy's sheep and murder
him","{'neg': 0.427, 'neu': 0.573, 'pos': 0.0, 'compound': -0.9042}",0.0,0.427,0.573,-0.9042
"But, since the boy hadn't passed by , they had decided to move on,
thinking that he had changed his route.
""Does a man's heart always help him?"" the boy asked the alchemist.
""Mostly just the hearts of those who are trying to realize their destinies","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.5499}",0.076,0.0,0.924,0.5499
"But
they do help children, drunkards, and the elderly , too.""
""Does that mean that I'll never run into danger?""
""It means only that the heart does what it can,"" the alchemist said.
One afternoon, they passed by the encampment of one of the tribes","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.5499}",0.076,0.0,0.924,0.5499
"At each
corner of the camp were Arabs garbed in beautiful white robes, with arms at
the ready ","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7506}",0.286,0.0,0.714,0.7506
"The men were smoking their hookahs and trading stories from the
battlefield","{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}",0.0,0.191,0.809,-0.3818
"No one paid any attention to the two travelers.
""There's no danger ,"" the boy said, when they had moved on past the
encampment.
The alchemist sounded angry: ""T rust in your heart, but never for get that
you're in the desert","{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.6757}",0.0,0.166,0.834,-0.6757
"When men are at war with one another , the Soul of the
World can hear the screams of battle","{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.8271}",0.0,0.352,0.648,-0.8271
"No one fails to suf fer the
consequences of everything under the sun.""
All things are one, the boy thought","{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.6124}",0.0,0.217,0.783,-0.6124
"And then, as if the desert wanted to
demonstrate that the alchemist was right, two horsemen appeared from
behind the travelers.
""You can't go any farther ,"" one of them said","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""Y ou're in the area where the
tribes are at war .""
""I'm not going very far ,"" the alchemist answered, looking straight into the
eyes of the horsemen","{'neg': 0.119, 'neu': 0.823, 'pos': 0.058, 'compound': -0.4588}",0.058,0.119,0.823,-0.4588
"They were silent for a moment, and then agreed that
the boy and the alchemist could move along.","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.116,0.0,0.884,0.2732
The boy watched the exchange with fascination,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",0.348,0.0,0.652,0.4939
"""Y ou dominated those
horsemen with the way you looked at them,"" he said.
""Your eyes show the strength of your soul,"" answered the alchemist.
That's true, the boy thought","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7184}",0.176,0.0,0.824,0.7184
"He had noticed that, in the midst of the
multitude of armed men back at the encampment, there had been one who
stared fixedly at the two","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"He had been so far away that his face wasn't even
visible","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But the boy was certain that he had been looking at them.
Finally , when they had crossed the mountain range that extended along the
entire horizon, the alchemist said that they were only two days from the
Pyramids.
""If we're going to go our separate ways soon,"" the boy said, ""then teach me
about alchemy .""
""You already know about alchemy ","{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.3919}",0.042,0.0,0.958,0.3919
"It is about penetrating to the Soul of the
World, and discovering the treasure that has been reserved for you.""
""No, that's not what I mean","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.296}",0.084,0.0,0.916,0.296
"I'm talking about transforming lead into gold.""
The alchemist fell as silent as the desert, and answered the boy only after
they had stopped to eat.
""Everything in the universe evolved,"" he said","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.2263}",0.0,0.056,0.944,-0.2263
"""And, for wise men, gold is
the metal that evolved the furthest","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.22,0.0,0.78,0.4767
Don't ask me why; I don't know why ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"I
just know that the T radition is always right.
""Men have never understood the words of the wise","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4767}",0.162,0.0,0.838,0.4767
"So gold, instead of
being seen as a symbol of evolution, became the basis for conflict.""
""There are many languages spoken by things,"" the boy said","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""There was a
time when, for me, a camel's whinnying was nothing more than whinnying.
Then it became a signal of danger ","{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.5267}",0.0,0.159,0.841,-0.5267
"And, finally , it became just a whinny
again.""
But then he stopped","{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.3291}",0.0,0.19,0.81,-0.3291
The alchemist probably already knew all that.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""I have known true alchemists,"" the alchemist continued","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.286,0.0,0.714,0.4215
"""They locked
themselves in their laboratories, and tried to evolve, as gold had","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And they
found the Philosopher's Stone, because they understood that when
something evolves, everything around that thing evolves as well.
""Others stumbled upon the stone by accident","{'neg': 0.103, 'neu': 0.828, 'pos': 0.07, 'compound': -0.25}",0.07,0.103,0.828,-0.25
"They already had the gift, and
their souls were readier for such things than the souls of others","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.146,0.0,0.854,0.4404
"But they
don't count","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They're quite rare.
""And then there were the others, who were interested only in gold","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.162,0.0,0.838,0.4019
"They
never found the secret","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"They for got that lead, copper , and iron have their
own destinies to fulfill","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.182,0.0,0.818,0.4404
"And anyone who interferes with the destiny of
another thing never will discover his own.""
The alchemist's words echoed out like a curse","{'neg': 0.135, 'neu': 0.769, 'pos': 0.096, 'compound': -0.25}",0.096,0.135,0.769,-0.25
"He reached over and picked
up a shell from the ground.
""This desert was once a sea,"" he said.
""I noticed that,"" the boy answered.
The alchemist told the boy to place the shell over his ear ","{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.1027}",0.04,0.0,0.96,0.1027
"He had done that
many times when he was a child, and had heard the sound of the sea.
""The sea has lived on in this shell, because that's its destiny ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And it will
never cease doing so until the desert is once again covered by water .""
They mounted their horses, and rode out in the direction of the Pyramids of
Egypt.
*
The sun was setting when the boy's heart sounded a danger signal","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.5267}",0.0,0.075,0.925,-0.5267
"They
were surrounded by gigantic dunes, and the boy looked at the alchemist to
see whether he had sensed anything","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"But he appeared to be unaware of any
danger ","{'neg': 0.493, 'neu': 0.507, 'pos': 0.0, 'compound': -0.7783}",0.0,0.493,0.507,-0.7783
"Five minutes later , the boy saw two horsemen waiting ahead of
them","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Before he could say anything to the alchemist, the two horsemen had","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"become ten, and then a hundred","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And then they were everywhere in the
dunes.
They were tribesmen dressed in blue, with black rings surrounding their
turbans","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"Their faces were hidden behind blue veils, with only their eyes
showing.
Even from a distance, their eyes conveyed the strength of their souls","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",0.127,0.0,0.873,0.4939
"And
their eyes spoke of death.
*
The two were taken to a nearby military camp","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}",0.0,0.231,0.769,-0.5994
"A soldier shoved the boy
and the alchemist into a tent where the chief was holding a meeting with his
staff.
""These are the spies,"" said one of the men.
""We're just travelers,"" the alchemist answered.
""You were seen at the enemy camp three days ago","{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.5423}",0.0,0.077,0.923,-0.5423
"And you were talking
with one of the troops there.""
""I'm just a man who wanders the desert and knows the stars,"" said the
alchemist","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"""I have no information about troops or about the movement of
the tribes","{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",0.0,0.155,0.845,-0.296
"I was simply acting as a guide for my friend here.""
""Who is your friend?"" the chief asked.
""An alchemist,"" said the alchemist","{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.138,0.0,0.862,0.4939
"""He understands the forces of nature.
And he wants to show you his extraordinary powers.""
The boy listened quietly ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
"And fearfully .
""What is a foreigner doing here?"" asked another of the men.
""He has brought money to give to your tribe,"" said the alchemist, before the
boy could say a word","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.4939}",0.0,0.099,0.901,-0.4939
"And seizing the boy's bag, the alchemist gave the
gold coins to the chief.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,1.0,0.0
The Arab accepted them without a word,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.296,0.0,0.704,0.2732
"There was enough there to buy a
lot of weapons.
""What is an alchemist?"" he asked, finally .
""It's a man who understands nature and the world","{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.4404}",0.0,0.112,0.888,-0.4404
